id,menu_id,name,description,price,image_url,category,available,popular,prep_time,created_at,updated_at,source_url,bar_id,subcategory,is_vegetarian,allergens,dietary_tags,category_id
678414dd-ed63-479d-87eb-c8764fcb60b0,,Cisk Excel (330ml),,4.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Heineken (250ml),,3.7,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Blue Label (440ml),,5.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Guinness (440ml),,6.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Bavaria Non Alcoholic (330ml),,4,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Somersby Apple (330ml),,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Somersby Blackberry (330ml),,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Somersby Mango & Lime (330ml),,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Kopparberg Pear (330ml),,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pinot Grigio (750ml),,23,,WHITE WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Rose D’Anjou (750ml),,23,,ROSÉ WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Nero D’Avola (750ml),,25,,RED WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Prosecco (750ml),,24,,SPARKLING WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Moscato D’Asti (750ml),,29,,DESSERT WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Omelette Mushrooms & Mozzarella,"Mushrooms, mozzarella, parsley, black pepper. Served with salad & toasted bread",7.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Omelette Ham & Mozzarella,"Ham, mozzarella, parsley, black pepper. Served with salad & toasted bread",7.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,"Omelette Rucola, Salmon & Cucumber","Smoked salmon, rucola, cucumbers, parsley, black pepper. Served with salad & toasted bread",8.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pizza Bread Chicken,"Chicken, cherry tomatoes, mayonnaise, Swiss cheese. Served with chips",8.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pizza Bread Caprese,"Buffalo mozzarella, lettuce, tomatoes, basil, oregano, olive oil, black pepper. Served with chips",8.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pizza Bread Parma Ham & Rucola,"Parma ham, rucola, grana flakes. Served with chips",8.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pizza Bread Salmon & Philadelphia,"Smoked salmon, rucola, cucumbers, Philadelphia cheese, parsley, black pepper. Served with chips",9.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Croissant Plain,Classic butter croissant,2.5,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Croissant Cherry Jam,Croissant filled with cherry jam,2.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Croissant Nutella,Croissant filled with Nutella,2.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Croissant Nutella & Pistachio,Croissant filled with Nutella & pistachio cream,2.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Croissant Ricotta,Croissant filled with sweet ricotta,2.99,,BREAKFAST,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Classic Bruschetta,"Cherry tomatoes, garlic, olive oil, basil",5.99,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Buffalo & Cherry Tomato Bruschetta,"Buffalo mozzarella, cherry tomatoes, garlic, olive oil, basil",7.5,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Nduja & Burrata Bruschetta,"Spicy pork spread (Nduja), burrata, olive oil",7.99,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Salmon & Buffalo Stracciatella Bruschetta,"Salmon gravlax, buffalo stracciatella, chili, parsley",8.5,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Burrata Pugliese,"Burrata, cherry tomato jam, pistachio pesto, toasted bread",13.5,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Crispy Calamari,"Semolina dusted calamari, served with homemade tartar dip",16.99,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Mixed Fried Fish (Fritto Misto),"Calamari, prawns, salmon, stuffed zucchini flower, tartar dip",18.5,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Salmon Gravlax Carpaccio,"Marinated salmon, chili, parsley, croutons, olive oil",17.5,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Fillet of Beef Carpaccio,"Rocket leaves, lemon juice, black pepper, grana flakes",18,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Mussels Soup,"Mussels, San Marzano tomatoes, basil, fresh chili",14.99,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Aljotta (Maltese Fish Soup),"Fresh fish, mussels, prawns, calamari, cherry tomatoes, chili, croutons",15.99,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Braised Octopus,"Local octopus, cherry tomatoes, basil, parsley, chili, tomato sauce, toasted bread",18.5,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Italian Platter (Serves 2 3),"Salami, ham, Parma ham, mortadella, pecorino, grana, buffalo mozzarella, honey, seasonal fruit, croutons",43.99,,STARTERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Grilled Mixed Vegetable Salad,"Peppers, zucchini, aubergine, tomatoes, onions, asparagus, guacamole dip",13.99,,SALADS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Caprese Salad,"Buffalo mozzarella, tomatoes, lettuce, fresh basil",14.99,,SALADS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Crispy Chicken Caesar Salad,"Fried chicken breast, iceberg lettuce, cherry tomatoes, croutons, grana flakes, Caesar dressing",15.99,,SALADS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Parma Ham & Burrata Salad,"Parma ham, mixed leaves, iceberg, croutons, olives, grana flakes, cherry tomatoes, burrata",18.99,,SALADS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Salmon & Burrata Salad,"Salmon gravlax, burrata, quinoa, mixed leaves, cucumbers, cherry tomatoes, guacamole, balsamic vinegar",18.99,,SALADS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Octopus Salad,"Local octopus, iceberg lettuce, cherry tomatoes, garlic oil, parsley, lemon dressing",19.99,,SALADS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,"Black Angus, Burrata & Pistachio Burger","220g Angus beef patty, lettuce, tomatoes, pickles, crispy onion rings, cherry tomato jam, burrata, pistachio pesto",18.99,,BURGERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Tuna & Guacamole Burger,"Fresh tuna patty, tomatoes, lettuce, crispy onion rings, guacamole sauce",18.99,,BURGERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,BBQ Pulled Pork Burger,"Pulled pork, lettuce, pickles, Swiss cheese, crispy onion rings, BBQ sauce",16.99,,BURGERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Crispy Chicken & Buffalo Burger,"Fried chicken breast, lettuce, tomatoes, caramelized onions, buffalo mozzarella, pickles, pink sauce",16.99,,BURGERS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Spaghetti Cacio e Pepe,"Traditional Roman dish with Pecorino Romano, crushed black pepper",16.99,,PASTA & RISOTTO,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Rigatoni Carbonara,"Guanciale, egg yolks, Pecorino Romano, black pepper",14.99,,PASTA & RISOTTO,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Tortellini Bolognese,"Cheese filled tortellini, pork & beef slow cooked in red wine, tomato sauce, onions, carrots, celery",16.99,,PASTA & RISOTTO,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Gnocchi Nduja & Buffalo Stracciatella,"Homemade gnocchi with tomato sauce, spicy nduja sausage, buffalo stracciatella cheese",16.99,,PASTA & RISOTTO,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Tagliatelle Funghi Porcini & Burrata,"Tagliatelle with porcini mushrooms, burrata cheese, cream",18.99,,PASTA & RISOTTO,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Linguine Frutti di Mare,"Calamari, mussels, clams, prawns, langoustines, cherry tomatoes, breadcrumbs, parsley",22.99,,PASTA & RISOTTO,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Grilled Ribeye (350g),"Angus ribeye, choice of mushroom or pepper sauce, served with roasted potatoes & vegetables",35.99,,MAIN COURSES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Beef Tagliata,"Sliced ribeye steak, rocket, cherry tomatoes, grana flakes, served with fries",28.99,,MAIN COURSES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Baby Back Pork Ribs,"BBQ glazed pork ribs, served with fries",21.99,,MAIN COURSES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Grilled Octopus,"Grilled local octopus, served with mashed potatoes & vegetables",31.99,,MAIN COURSES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Margherita,"Tomato sauce, fior di latte, basil",12.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Diavola,"Tomato sauce, fior di latte, spicy salami, basil",14.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Capricciosa,"Tomato sauce, mozzarella, ham, mushrooms, artichokes, olives, eggs",14.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Quattro Formaggi,"Fior di latte, gorgonzola, provolone, grana flakes",15.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Mortazza Pizza,"Fior di latte, mortadella, burrata, pistachio pesto, grana flakes",16.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Parma e Rucola,"Tomato sauce, fior di latte, Parma ham, grana flakes, rocket leaves",16.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Frutti di Mare,"Tomato sauce, fior di latte, mixed seafood, garlic oil, parsley",18.99,,PIZZA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Grilled Seasonal Vegetables,,4.99,,SIDES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Mixed Salad,,4.99,,SIDES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Roasted Potatoes,,4.99,,SIDES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,French Fries,,4.99,,SIDES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Sweet Potato Fries,,6.99,,SIDES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Mashed Potatoes,,5.99,,SIDES,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Panna Cotta,"Choice of Nutella, Pistachio, or Berries",5.99,,DESSERTS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Tiramisu,"Classic Italian tiramisu with savoiardi biscuit, coffee, mascarpone cream cheese, cocoa",5.99,,DESSERTS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Cannolo Siciliano,Traditional Sicilian cannolo with crushed pistachios,5.99,,DESSERTS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pizza with Nutella or Pistachio,Sweet pizza topped with Nutella or Pistachio cream,10.99,,DESSERTS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Kristal Still Water,500ml,2.6,,WATER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Coca Cola,330ml,3.2,,SOFT DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Coca Cola Zero,330ml,3.2,,SOFT DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Sprite,330ml,3.2,,SOFT DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Fanta Orange,330ml,3.2,,SOFT DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Kinnie,330ml,3.2,,SOFT DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Diet Kinnie,330ml,3.2,,SOFT DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Red Bull,250ml,4.6,,ENERGY DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Monster,500ml,5.1,,ENERGY DRINKS,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Ice Tea Peach,500ml,3.7,,ICE TEA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Ice Tea Lemon,500ml,3.7,,ICE TEA,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Corona,330ml,4.95,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Sol,330ml,4.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Cisk Excel,330ml,4.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Heineken,250ml,3.7,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Blue Label,440ml,5.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Guinness,440ml,6.2,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Bavaria Non Alcoholic,330ml,4,,BEER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Somersby Apple,330ml,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Somersby Blackberry,330ml,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Somersby Mango & Lime,330ml,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Kopparberg Pear,330ml,4.95,,CIDER,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Pinot Grigio,750ml,23,,WHITE WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Rose D’Anjou,750ml,23,,ROSÉ WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Nero D’Avola,750ml,25,,RED WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Prosecco,750ml,24,,SPARKLING WINE,,,,,,,,,,,,
678414dd-ed63-479d-87eb-c8764fcb60b0,,Moscato D’Asti,750ml,29,,DESSERT WINE,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Plain Croissant, ,2,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Pistachio or Chocolate Filled Croissant,Choose between pistachio or chocolate filling,3.5,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Ham & Cheese Toast, ,3,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Ham & Cheese Croissant, ,3,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Go Breakfast,"Coffee, orange juice, and a plain croissant",7,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Tiramisu,Traditionally made tiramisu,5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Strawberry Cheesecake, ,5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Chocolate Mousse, ,6,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Sicilian Ricotta Cannolo, ,6,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Sicilian Cannolo with Pistachio of Bronte, ,8,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Brownie, ,4.5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Strawberry Whole Cheesecake (500g),Requires 1 day advance order,20,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Pistachio Tartelletta, ,1.5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Hazelnut Tartelletta, ,1.5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Espresso, ,1.5,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Espresso Lungo, ,1.75,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Espresso Macchiato, ,1.75,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Decaf Coffee, ,1.8,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Cappuccino, ,2.25,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Double Espresso, ,2.8,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Espresso Mocha, ,2,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Caffè Latte, ,2.75,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Americano, ,2.2,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Ice Coffee, ,3.5,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Tea,Earl Grey or English Breakfast,3,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Hot Chocolate,Pure chocolate with whipped cream,4.25,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Hazelnut Hot Chocolate,Melted chocolate with hazelnut syrup,4.5,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Mini Marshmallow Hot Chocolate,Melted chocolate topped with mini marshmallows,4.5,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Homemade Hot Tea, ,5,,HOT BEVERAGES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Strawberry & Banana Smoothie,"Blended strawberries, banana, and apple juice",5.5,,SMOOTHIES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Tropical Smoothie,"Blended mango, pineapple, papaya, and apple juice",5.5,,SMOOTHIES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Brownie Milkshake,Blended brownie with chocolate ice cream,5.75,,MILKSHAKES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Macaroon Milkshake,Crushed macaroons with vanilla ice cream,5.75,,MILKSHAKES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Regular Shake, ,4,,MILKSHAKES,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Baileys Coffee,Espresso with Baileys liqueur,7,,COFFEE COCKTAILS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Irish Coffee,Espresso with Jameson whiskey and whipped cream,7.5,,COFFEE COCKTAILS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Italian Coffee,Espresso with Amaretto and whipped cream,7.5,,COFFEE COCKTAILS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Still Water,500ml,2,,WATER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Sparkling Water,500ml,2,,WATER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Coca Cola,330ml,2.5,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Coca Cola Zero,330ml,2.5,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Sprite,330ml,2.5,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Fanta Orange,330ml,2.5,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Kinnie,330ml,2.5,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Diet Kinnie,330ml,2.5,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Lemon Ice Tea,330ml,3,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Peach Ice Tea,330ml,3,,SOFT DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Red Bull,250ml,4.5,,ENERGY DRINKS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Cisk Lager,330ml,3.5,,BEER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Heineken,330ml,4,,BEER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Corona,330ml,4.5,,BEER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Somersby Apple,330ml,4.5,,CIDER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Somersby Blackberry,330ml,4.5,,CIDER,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Pinot Grigio,750ml,23,,WHITE WINE,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Rose D’Anjou,750ml,23,,ROSÉ WINE,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Nero D’Avola,750ml,25,,RED WINE,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Prosecco,750ml,24,,SPARKLING WINE,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Jack Daniel’s,40ml,5.5,,WHISKEY,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Jameson,40ml,5.5,,WHISKEY,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Absolut,40ml,5.5,,VODKA,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Grey Goose,40ml,7,,VODKA,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Bombay Sapphire,40ml,5.5,,GIN,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Tanqueray,40ml,5.5,,GIN,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Bacardi,40ml,5.5,,RUM,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Captain Morgan,40ml,5.5,,RUM,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Baileys,40ml,5.5,,LIQUEURS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Amaretto,40ml,5.5,,LIQUEURS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Plain Croissant, ,2,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Pistachio or Chocolate Filled Croissant,Choose between pistachio or chocolate filling,3.5,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Ham & Cheese Toast, ,3,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Ham & Cheese Croissant, ,3,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Go Breakfast,"Coffee, orange juice, and a plain croissant",7,,BREAKFAST,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Tiramisu,Traditionally made tiramisu,5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Strawberry Cheesecake, ,5,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Chocolate Mousse, ,6,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Sicilian Ricotta Cannolo, ,6,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Sicilian Cannolo with Pistachio of Bronte, ,8,,DESSERTS,,,,,,,,,,,,
bc745ff6-6473-4b68-b3f5-cdb4066f2fa1,,Brownie, ,4.5,,DESSERTS,,,,,,,,,,,,
